TEST
d.58.3
a.188.1
d.307.1
e.46.1
a.153.1
g.62.1
e.34.1
g.2.4
b.37.1
b.69.3
a.24.18
a.214.1
c.39.1
d.65.1
g.70.1
d.360.1
c.5.1
d.242.1
a.238.1
a.289.1
d.96.2
a.225.1
a.137.10
b.1.24
e.56.1
f.23.10
d.303.1
f.23.28
d.332.1
e.69.1
d.37.1
e.11.1
d.15.13
e.45.1
c.56.2
d.267.1
a.2.17
b.106.1
a.286.1
a.14.1
a.117.1
b.34.20
c.136.1
b.40.5
f.23.2
g.3.4
g.61.1
b.121.3
g.41.18
c.78.1
b.137.1
c.6.3
b.121.2
f.4.4
c.16.1
a.177.1
c.1.28
a.118.28
c.150.1
c.23.11
b.82.2
a.7.16
c.47.1
b.40.12
b.63.1
a.137.3
a.24.12
b.92.1
d.50.1
a.2.19
b.179.1
d.391.1
c.97.3
b.122.1
g.16.2
g.47.1
g.76.1
e.67.1
b.146.1
b.69.1
f.1.2
a.28.3
b.29.1.
g.86.1
d.298.1
a.39.1
d.278.1
d.361.1
b.61.8
b.134.1
b.121.6
d.172.1
e.19.1
a.40.2
b.87.1
a.118.19
d.141.1
e.22.1
d.324.1
a.94.1
d.252.1
c.13.1
g.80.1
b.70.3
c.49.2
a.243.1
b.61.5
d.75.2
c.98.2
d.297.1
b.69.9
d.58.26
a.60.4
g.67.1
d.58.14
d.290.1
d.308.1
f.23.22
a.48.5
a.205.1
a.29.11
c.104.1
a.18.1
a.4.9
g.6.1
a.219.1
a.118.8
a.50.1
e.58.1
b.34.16
b.68.1
a.63.1
a.118.16
d.393.1
f.12.1
d.79.6
a.29.6
c.1.7
d.255.1
d.57.1
d.58.54
b.50.1
c.135.1
d.256.1
a.7.4
c.8.9
e.52.1
b.36.1
c.23.5
a.4.7
a.288.1
d.346.1
c.1.2
b.75.1
g.41.7
b.126.1
a.299.1
c.129.1
g.41.8
f.4.6
d.230.5
g.23.1
b.159.1
a.51.1
d.81.1
d.236.1
a.69.3
d.157.1
a.30.8
b.45.3
d.142.1
d.258.1
b.34.21
a.21.1
b.6.2
g.65.1
c.19.1
a.4.6
a.296.1
b.34.15
g.41.11
a.268.1
b.118.1
a.1.1
a.297.1
f.23.1
c.79.1
b.20.1
d.136.1
e.57.1
d.283.1
d.29.1
g.39.1
b.90.1
b.65.1
a.8.3
b.40.9
f.59.1
d.388.1
b.115.1
d.15.5
g.17.1
c.1.4
a.15.1
c.23.16
d.82.3
c.1.14
a.118.29
c.55.1.
d.124.1
g.41.13
a.252.1
g.31.1
b.168.1
a.2.5
a.28.2
b.82.5
d.58.56
d.222.1
a.5.7
e.6.1
c.59.1
d.340.1
b.68.8
d.15.9
a.114.1
b.84.2
c.112.1
d.266.1
b.140.1
b.141.1
a.251.1
d.110.10
a.140.3
b.62.1
f.23.5
d.58.59
c.56.6
d.52.9
e.70.1
b.86.1
a.123.1
a.280.1
b.160.1
b.16.1
b.42.4
d.201.1
g.94.1
b.145.1
d.203.1
f.41.1
b.103.1
d.193.1
f.23.36
a.17.1
d.187.1
a.24.25
a.147.1
b.69.12
a.200.1
c.48.1
b.136.1
a.16.1
b.129.2
c.26.1
c.52.4
c.143.1
d.52.2
a.47.3
a.118.3
f.23.33
a.32.1
b.158.1
c.36.1.
d.115.1
a.218.1
c.51.1
f.4.3
b.1.5
c.155.1
d.198.2
b.1.31
b.40.16
d.264.1
b.53.1
c.55.7
g.58.1
a.2.9
g.2.3
a.24.13
c.121.1
g.21.1
b.30.6
d.196.1
c.1.8
a.2.10
c.1.16
b.1.6
b.152.1
g.52.1
b.40.14
b.142.1
b.3.1
g.98.1
a.84.1
d.58.9
b.167.1
a.4.10
c.73.1
d.58.57
c.1.10
f.23.9
e.51.1
c.85.1
c.47.1.
d.94.1
b.85.7
d.233.1
a.7.14
f.1.5
c.23.1
d.53.1
f.23.16
f.23.43
c.123.1
b.82.3
c.1.25
d.74.4
f.23.30
g.84.1
b.169.1
a.118.1
d.81.4
a.5.9
d.55.1
d.89.1
c.23.2
b.15.1
d.15.2
g.41.5
a.4.15
d.17.2
d.316.1
g.49.1
a.270.1
b.44.1
a.245.1
c.54.1
f.23.4
c.4.1
a.24.24
d.9.2
a.152.1
g.69.1
b.38.2
d.1.1
a.234.1
a.30.5
d.52.3
c.45.1
d.204.1
d.317.1
d.327.1
a.60.12
g.81.1
a.102.3
f.23.6
a.96.1
b.69.15
b.68.4
d.263.1
d.58.5
a.250.1
c.99.1
d.80.1
f.23.38
f.1.4
g.91.1
a.11.2
a.161.1
a.181.1
g.79.1
d.144.1
b.34.7
b.52.2
c.72.3
d.272.1
f.23.13
a.39.1.
d.198.1
d.58.12
d.111.1
c.114.1
a.47.1
c.126.1
g.3.15
f.54.1
d.220.1
a.158.1
a.60.14
d.171.1
c.20.1
d.177.1
d.129.6
g.40.1
b.88.2
d.67.3
d.20.1
f.4.2
g.3.18
b.108.1
c.67.2
c.141.1
b.1.4
d.19.1
d.226.1
g.82.1
f.17.4
d.58.62
g.9.1
c.77.1
f.20.1
a.118.26
c.8.2
d.306.1
a.55.1
b.57.1
c.1.1
c.61.1
d.387.1
a.36.1
a.118.11
d.285.1
b.2.7
d.50.3
g.16.1
d.140.1
d.110.1
d.49.1
b.105.1
d.228.1
g.3.12
d.15.3
a.196.1
c.51.6
c.132.1
d.129.4
f.29.1
d.375.1
b.34.8
d.15.4
a.170.1
a.2.16
b.7.2
b.69.4
b.77.1
b.23.4
b.35.1
d.58.42
a.85.1
e.12.1
c.15.1
a.260.1
b.42.7
a.256.1
g.2.1
a.137.9
d.26.2
d.199.1
a.60.10
b.1.20
a.247.1
a.277.1
b.72.2
b.182.1
a.130.1
g.87.1
g.35.1
b.45.2
b.81.1
a.174.1
b.150.1
c.34.1
a.7.5
a.71.2
g.60.1
a.8.4
b.3.7
d.81.3
d.26.1
a.137.2
c.14.1
b.113.1
a.25.6
g.93.1
a.157.1
c.81.1
d.94.2
d.336.1
b.80.4
e.10.1
c.56.3
a.224.1
c.1.6
a.28.1
a.24.16
c.9.1
d.79.3
b.81.2
d.58.34
d.362.1
d.356.1
b.151.1
c.17.1
a.48.3
a.24.26
a.159.3
b.49.3
d.17.1
c.97.1
a.24.4
c.88.1
a.189.1
d.68.1
c.68.1
c.116.1
c.1.11
c.23.13
d.54.1
c.1.33
d.73.1
a.24.22
c.55.3.
c.56.7
d.351.1
b.2.2
a.97.1
d.79.5
a.255.1
f.35.1
d.176.1
b.1.3
b.104.1
e.27.1
d.248.2
b.1.7
b.121.7
d.16.1
a.60.8
b.163.1
c.53.2
a.60.2
c.89.1
c.108.1
d.52.7
d.300.1
b.153.1
a.223.1
a.253.1
a.45.1
e.79.1
a.236.1
b.34.11
d.2.1
b.60.1
a.89.1
d.237.1
b.8.1
a.239.1
d.275.1
b.30.5
c.72.2
a.137.13
a.25.3
b.49.4
a.75.1
d.262.1
a.26.1
a.183.1
d.97.1
b.80.8
d.385.1
d.121.1
d.281.1
b.1.19
d.245.1
d.90.1
d.184.1
a.137.4
d.273.1
d.58.38
d.280.1
d.76.1
d.127.1
c.69.1.
a.60.13
d.15.6
b.94.1
a.244.1
b.5.1
d.382.1
a.258.1
g.41.16
a.294.1
d.106.1
d.269.1
d.3.1
d.230.1
d.161.1
g.41.9
d.79.2
b.178.1
d.109.3
a.37.1
a.29.17
a.30.3
d.67.4
d.11.1
a.24.17
d.114.1
d.148.1
f.21.3
d.28.1
a.249.1
f.61.1
c.133.1
d.173.1
c.67.3
b.138.1
f.27.1
b.1.13
a.137.8
c.122.1
b.42.5
d.50.5
b.170.1
c.107.1
f.23.8
a.159.4
a.227.1
a.8.7
b.135.1
d.58.13
a.58.1
d.368.1
f.23.34
a.5.10
d.77.1
b.111.1
c.111.1
a.178.1
e.5.1
f.40.1
d.68.3
a.24.5
d.58.58
d.58.60
a.24.3
e.17.1
b.23.3
a.281.1
a.235.1
d.213.1
a.110.1
g.19.1
e.38.1
a.162.1
g.41.14
d.150.1
f.44.1
c.93.1
b.84.4
c.51.3
d.110.8
f.23.20
d.331.1
b.1.33
e.13.1
b.40.17
a.150.1
a.24.7
b.129.1
e.54.1
b.82.4
a.210.1
c.2.1
a.42.1
c.44.2
d.229.1
c.138.1
g.68.1
b.67.3
a.242.1
e.41.1
b.38.5
e.42.1
c.23.6
a.142.1
c.24.1
c.115.1
e.43.1
d.110.6
d.329.1
b.2.6
b.84.5
g.54.1
a.118.12
d.74.2
c.37.1
a.4.3
b.1.2
a.271.1
c.70.1
a.90.1
a.199.1
d.312.1
a.179.1
e.63.1
d.342.1
c.80.1
b.114.1
a.10.1
d.131.1
d.45.1
f.21.1
d.211.2
f.14.2
b.93.1
g.41.6
a.274.1
e.59.1
a.87.1
a.7.1
a.208.1
b.81.4
a.118.14
b.1.29
a.301.1
d.42.1
g.7.1
a.2.8
b.121.1
d.310.1
a.118.18
c.1.9.
a.248.1
f.25.1
f.23.12
d.117.1
a.2.11
a.2.14
a.135.1
c.27.1
d.169.1
g.3.14
a.69.4
a.127.1
b.124.1
d.389.1
a.118.6
d.36.1
d.189.1
d.92.1.
f.37.1
a.148.1
a.126.1
g.41.1
g.66.1
d.198.5
g.11.1
d.145.1
f.23.19
d.72.1
a.12.1
c.50.1
d.188.1
d.58.27
b.25.1
g.97.1
a.118.15
c.100.1
f.22.1
c.101.1
c.56.4
d.183.1
a.40.1
a.184.1
d.364.1
b.159.2
g.32.1
c.127.1
d.195.1
d.91.1
c.1.20
a.24.8
f.60.1
b.154.1
d.268.1
a.24.20
g.90.1
a.47.2
d.239.1
b.40.3
d.17.4.
b.17.1
d.110.5
d.52.5
b.34.1
a.137.7
d.58.18.
g.3.9
a.38.2
b.68.7
c.74.1
d.386.1
a.269.1
a.57.1
b.69.2
b.61.6
a.290.1
g.30.1
c.140.1
b.82.2.
a.298.1
b.40.4
d.58.20
d.350.1
a.232.1
a.116.1
c.144.1
g.34.1
f.18.1
a.138.1
c.128.1
a.101.1
g.59.1
d.23.1
e.15.1
b.9.1
d.200.1
a.2.21
a.2.6
a.204.1
a.23.5
c.106.1
d.58.22
a.102.6
b.61.4
b.34.18
a.60.3
b.81.3
b.166.1
d.129.9
d.129.3.
f.17.1
c.1.29
d.394.1
f.43.1
a.77.1
g.71.1
a.133.1
a.140.2
c.1.12
a.99.1
b.32.1
a.24.27
d.101.1
b.117.1
b.1.12
a.4.2
a.2.18
b.123.1
b.84.1
f.23.26
a.2.2
d.235.1
d.311.1
g.89.1
d.369.1
d.68.6
f.3.1
a.83.1
b.58.1
d.58.32
b.1.28
a.7.7
d.156.1
d.216.1
d.58.39
d.270.1
e.50.1
d.314.1
a.216.1
a.47.5
d.250.1
d.286.1
b.1.8
d.120.1
d.52.10
b.34.19
d.355.1
c.46.1
d.197.1
b.122.1.
e.26.1
d.279.1
a.180.1
d.58.33
e.48.1
a.48.2
b.161.1
a.283.1
a.267.1
b.56.1
c.72.1
d.64.2
c.119.1
d.4.1
c.55.3
c.94.1
a.29.13
d.58.40
a.140.5
d.257.1
a.30.2
d.12.1
d.348.1
f.23.7
d.24.1
d.344.1
c.53.1
b.1.9
a.293.1
d.231.1
a.64.2
b.34.5
f.23.23
a.4.8
a.13.1
a.287.1
a.46.1
a.172.1
d.154.1
d.358.1
a.120.1
a.187.1
g.39.1.
b.1.25
a.144.2
d.31.1
c.105.1
b.38.1
d.170.1
d.79.8
d.241.2
c.12.1
d.32.1
a.70.1
d.123.1
a.202.1
c.130.1
a.24.23
a.7.6
a.47.6
b.49.1
d.339.1
e.68.1
d.21.1
e.1.1
a.4.5
a.60.5
b.61.1
d.56.1
a.134.1
e.65.1
a.34.4
d.82.5
a.222.1
a.140.1
f.4.7
d.104.1
f.23.21
a.43.1.
a.102.5
g.29.1
d.47.1
d.95.1
g.14.1
d.58.53
e.37.1
c.82.1
d.142.2
d.392.1
b.80.6
d.58.21
c.1.27
b.55.1
a.86.1
c.9.2
d.383.1
f.6.1
f.8.1
b.164.1
c.1.19
d.330.1
d.205.1
g.64.1
d.142.1.
b.116.1
c.37.1.
d.17.5
c.23.12
b.40.6
c.56.1
d.175.1
d.217.1
c.113.1
a.4.13
a.2.1
b.14.1
d.129.2
b.76.1
g.33.1
c.38.1
b.85.2
c.152.1
b.1.23
b.1.14
c.1.15
d.27.1
a.102.1
b.1.11
d.179.1
b.30.2
f.23.27
d.41.4
f.1.3
b.24.2
d.58.50
b.39.1
b.35.2
g.83.1
a.60.11
a.8.11
c.92.3
f.23.35
b.19.1
e.81.1
f.50.1
d.159.1
g.63.1
c.32.1
d.58.8
a.7.11
c.78.2
d.58.46
a.24.15
c.87.1
f.32.1
d.100.2
a.49.1
e.64.1
g.4.1
b.92.1.
a.241.1
f.23.42
d.2.1.
d.151.1
a.276.1
c.56.5
a.100.1
e.80.1
d.87.2
a.29.5
b.7.4
b.69.13
a.282.1
f.17.2
d.75.1
g.3.3
b.149.1
b.132.1
a.173.1
a.38.1
a.113.1
b.3.8
a.159.1
a.198.1
c.23.17
d.58.31
f.58.1
a.3.1
f.23.37
d.34.1
d.134.1
b.2.8
c.26.2
f.23.18
d.135.1
d.354.1
f.23.11
g.77.1
g.25.1
g.72.1
g.37.1
d.59.1
b.1.26
a.118.27
d.38.1
g.1.1
d.5.1
b.2.10
d.243.1
d.384.1
a.151.1
d.218.1.
d.58.52
b.34.2
a.69.2
d.92.1
c.1.32
d.43.2
g.43.1
d.17.4
d.230.2
d.137.1
a.62.1
e.47.1
c.10.1
b.40.10
d.162.1
b.41.1
b.67.2
d.240.1
e.71.1
a.46.3
a.24.29
g.12.1
b.68.11
a.30.4
g.8.1
a.47.4
a.4.1
a.4.12
b.2.3
a.118.5
a.40.3
a.168.1
c.95.1
a.103.1
d.381.1
a.10.2
a.140.6
a.41.1
b.133.1
f.57.1
d.357.1
a.194.1
d.215.1
b.7.5
c.55.5
a.54.1
a.7.15
d.334.1
d.305.1
a.109.1
a.246.3
g.44.1
d.287.1
c.51.5
c.1.26
f.16.1
a.259.1
c.36.1
d.103.1
a.9.1
d.58.25
d.366.1
a.24.21
d.209.1
c.145.1
f.42.1
c.30.1
b.1.16
a.24.10
d.343.1
a.23.4
b.83.1
g.51.1
d.58.23
a.263.1
b.47.1
f.23.3
e.28.1
d.30.1
d.58.47
b.156.1
d.9.1
d.17.6
d.299.1
d.149.1
d.22.1
d.74.3
d.186.2
d.109.2
d.118.1
c.51.4
d.265.1
d.395.1
a.88.1
b.155.1
g.41.3
c.28.1
g.10.1
c.86.1
c.44.1
d.15.8
c.124.1
a.24.9
e.40.1
b.52.1
d.378.1
d.68.8
d.67.1
d.185.1
c.64.1
a.226.1
d.129.3
c.55.2
c.57.1
d.128.1
a.185.1
c.134.1
b.70.2
b.40.8
c.67.1
c.44.3
b.82.6
b.40.13
a.69.1
a.221.1
b.70.1
g.38.1
a.129.1
a.295.1
b.173.1
d.105.1
a.29.14
d.52.6
d.146.1
b.181.1
c.23.10
c.1.8.
f.10.1
d.186.1
c.87.1.
d.225.1
d.129.1
g.55.1
e.55.1
d.301.1
g.74.1
c.109.1
b.162.1
d.26.3
c.55.4
c.6.1
d.246.1
a.261.1
b.98.1
c.23.4
d.274.1
a.71.1
d.58.7
e.62.1
b.85.3
b.43.2
e.66.1
d.284.1
d.79.7
g.45.1
a.124.1
d.367.1
b.1.17
c.1.22
a.23.1
c.65.1
d.251.1
d.328.1
d.110.4
e.78.1
b.43.3
a.4.11
b.77.2
b.51.1
a.29.12
a.66.1
d.52.8
a.118.20
c.51.2
b.1.27
c.66.1
d.58.28
a.8.10
d.359.1
d.165.1
a.118.9
c.153.1
b.66.1
d.302.1
a.265.1
b.125.1
d.83.2
d.86.1
b.1.18
f.30.1
g.96.1
b.43.5
a.76.1
a.60.16
a.165.1
c.131.1
f.51.1
d.41.3
d.50.4
e.72.1
a.118.23
b.42.1
d.371.1
d.180.1
d.227.1
a.285.1
c.69.1
b.34.6
d.107.1
d.41.1
c.8.1
a.35.1
c.102.1
d.58.6
b.85.6
d.122.1
b.40.4.
d.221.1
b.95.1
a.159.2
d.58.24
a.2.13
a.131.1
g.3.13
a.143.1
d.58.49
a.39.4
d.247.1
a.7.12
d.58.44
b.80.5
g.85.1
d.129.7
b.22.1
e.2.1
c.1.17
d.241.1
d.58.15
d.153.2
b.29.1
d.15.12
b.34.17
b.80.3
a.25.1
c.52.1
f.33.1
d.58.51
c.92.2
c.71.1
a.7.10
b.61.7
a.5.3
a.154.1
a.118.7
g.18.1
b.1.32
f.23.15
d.96.1
b.69.14
d.288.1
c.1.30
b.85.4
d.74.1
d.289.1
b.2.5
b.34.3
a.48.4
a.182.1
b.80.2
d.6.1
g.92.1
d.143.1
a.92.1
e.73.1
d.296.1
a.136.1
b.43.4
a.23.7
e.18.1
a.118.17
d.206.1
d.198.3
a.118.25
b.40.15
d.84.1
a.25.4
a.74.1
f.52.1
d.318.1
f.62.1
a.91.1
d.15.14
b.55.1.
f.45.1
c.10.2
a.233.1
d.92.2
f.21.2
a.115.1
b.121.5
a.8.1
c.120.1
f.17.6
a.118.1.
f.28.1
e.32.1
c.10.3
c.154.1
a.118.22
d.58.43
f.1.1
b.68.2
b.1.10
f.46.1
c.96.1
a.29.16
d.210.1
g.3.7
a.257.1
c.148.1
b.59.1
g.41.4
b.68.10
d.81.2
a.31.1
g.88.2
a.141.1
f.23.32
g.24.1
d.70.1
d.51.1
c.151.1
b.89.1
b.3.5
b.2.9
g.36.1
b.31.1
a.207.1
b.180.1
a.192.1
a.275.1
a.273.1
a.59.1
b.148.1
f.23.24
d.321.1
c.2.1.
d.155.1
a.11.1
c.49.1
c.1.31
e.23.1
a.176.1
a.278.1
d.291.1
f.13.1
d.68.2
a.102.4
b.109.1
d.52.4
g.41.10
c.8.4
a.119.1
a.166.1
f.15.1
c.40.1
a.212.1
b.3.3
a.7.8
a.93.1
d.98.2
b.1.21
g.50.1
c.60.1
e.49.1
a.20.1
a.29.10
b.68.9
d.174.1
c.84.1
d.82.2
a.24.2
a.52.1
a.5.4
a.230.1
c.108.1.
d.315.1
a.237.1
d.99.1
b.112.1
f.7.1
a.39.3
c.117.1
d.85.1
b.144.1
c.1.24
d.58.2
b.18.1.
a.5.1
a.254.1
d.58.41
d.261.1
b.42.2
a.25.2
d.58.11
d.230.6
g.75.1
f.19.1
c.3.1
a.29.7
d.112.1
d.58.17
b.128.1
d.32.1.
d.163.1
d.376.1
b.175.1
c.76.1
a.73.1
f.34.1
g.3.19
a.19.1
d.207.1
d.125.1
c.13.2
a.231.1
b.174.1
e.3.1
g.53.1
c.1.18
b.78.1
c.1.21
c.52.1.
d.58.55
d.323.1
g.22.1
d.18.1
b.88.1
d.87.1
d.333.1
c.98.1
c.23.8
d.7.1
f.48.1
a.193.1
a.266.1
d.58.19
g.28.1
b.3.2
g.27.1
a.132.1
d.15.7
d.374.1
b.68.3
b.131.1
c.23.15
d.223.1
a.213.1
d.260.1
a.46.2
b.42.8
a.2.7
b.34.4
a.29.15
f.17.3
e.53.1
d.160.1
d.309.1
c.110.1
e.25.1
b.72.3
b.69.8
b.101.1
a.7.13
a.284.1
d.79.9
d.108.1
b.3.6
d.15.1
g.41.2
g.46.1
b.80.1.
c.66.1.
d.13.2
a.2.20
c.68.1.
d.325.1
a.140.4
c.1.13
b.121.4
a.80.1
d.352.1
a.1.2
a.264.1
c.8.8
c.1.23
c.90.1
d.82.4
f.23.14
b.165.1
e.35.1
b.12.1
a.102.2
b.38.3
b.130.1
d.40.1
d.152.1
a.8.8
d.58.10
e.7.1
b.49.2
d.293.1
b.24.1
d.164.1
b.80.1
a.118.30
a.272.1
a.137.5
d.44.1
b.61.3
a.22.1
a.60.6
a.203.1
b.96.1
c.33.1
g.26.1
d.100.1
b.3.4
d.295.1
d.83.1
g.3.2
a.155.1
a.279.1
f.38.1
d.126.1
c.91.1
d.341.1
a.186.1
c.103.1
d.319.1
a.29.2
d.14.1
d.68.7
d.294.1
a.27.1
d.110.2
d.58.30
c.26.3
a.190.1
d.349.1
f.4.5
a.128.1
d.249.1
b.68.6
d.277.1
d.3.1.
d.224.1
c.43.1
d.43.1
b.100.1
a.220.1
g.50.2
b.45.1
a.206.1
a.137.1
g.20.1
b.7.3
d.58.61
a.137.14
a.137.11
d.234.1
b.73.1
c.149.1
d.129.8
d.33.1
a.262.1
c.21.1
b.127.1
c.52.3
b.42.3
d.326.1
d.167.1
c.6.2
a.7.17
b.84.3
a.60.15
c.18.1
b.82.1.
a.60.1
g.16.3
a.118.13
d.52.1
d.182.1
a.8.2
d.58.48
b.139.1
d.58.4
b.85.1
a.121.1
a.291.1
a.145.1
d.8.1
f.24.1
a.111.1
a.164.1
b.176.1
d.320.1
b.2.1
d.62.1
b.74.1
b.34.9
d.338.1
b.21.1
d.129.10
f.47.1
f.4.1
a.4.14
c.23.3
d.63.1
d.212.1
a.81.1
d.157.1.
e.8.1
a.191.1
d.50.2
d.82.1
d.282.1
